"name","variation","body_title","pattern","pattern_title","diy","body_customize","pattern_customize","kit_cost","buy","sell","color_1","color_2","size","miles_price","source","source_notes","version","hha_concept_1","hha_concept_2","hha_series","hha_set","interact","tag","outdoor","speaker_type","lighting_type","catalog","filename","variant_id","internal_id","unique_entry_id"
"clothesline pole","Silver","NA","Fish","Drying shirt","No","No","Yes","1","1100",275.0,"Gray","Light blue","2x0.5","NA","Nook's Cranny","Available in Nook's Cranny (either upgrade tier) in the unique furniture slot","1.0.0","garden","bathroom","None","None","No","Supplies","Yes","Does not play music","No lighting","For sale","FtrClotheshorse_Remake_0_2","0_2",1778.0,"6oxsBNTrGjH9F3v86"
"clothesline pole","Silver","NA","Carrot","Drying shirt","No","No","Yes","1","1100",275.0,"Gray","Yellow","2x0.5","NA","Nook's Cranny","Available in Nook's Cranny (either upgrade tier) in the unique furniture slot","1.0.0","garden","bathroom","None","None","No","Supplies","Yes","Does not play music","No lighting","For sale","FtrClotheshorse_Remake_0_3","0_3",1778.0,"wAqJ6dPrpZjkas5DQ"
"clothesline pole","Blue","NA","Plain","Drying shirt","No","No","Yes","1","1100",275.0,"Light blue","White","2x0.5","NA","Nook's Cranny","Available in Nook's Cranny (either upgrade tier) in the unique furniture slot","1.0.0","garden","bathroom","None","None","No","Supplies","Yes","Does not play music","No lighting","For sale","FtrClotheshorse_Remake_1_0","1_0",1778.0,"3Z6RxYv5S3MN3L4Xt"
"clothesline pole","Blue","NA","PE shirt","Drying shirt","No","No","Yes","1","1100",275.0,"Light blue","Beige","2x0.5","NA","Nook's Cranny","Available in Nook's Cranny (either upgrade tier) in the unique furniture slot","1.0.0","garden","bathroom","None","None","No","Supplies","Yes","Does not play music","No lighting","For sale","FtrClotheshorse_Remake_1_1","1_1",1778.0,"2RWTEJdXXiP8qEmAe"
"clothesline pole","Blue","NA","Fish","Drying shirt","No","No","Yes","1","1100",275.0,"Light blue","Light blue","2x0.5","NA","Nook's Cranny","Available in Nook's Cranny (either upgrade tier) in the unique furniture slot","1.0.0","garden","bathroom","None","None","No","Supplies","Yes","Does not play music","No lighting","For sale","FtrClotheshorse_Remake_1_2","1_2",1778.0,"QufzYA49JBsMH5ugW"
"clothesline pole","Blue","NA","Carrot","Drying shirt","No","No","Yes","1","1100",275.0,"Light blue","Yellow","2x0.5","NA","Nook's Cranny","Available in Nook's Cranny (either upgrade tier) in the unique furniture slot","1.0.0","garden","bathroom","None","None","No","Supplies","Yes","Does not play music","No lighting","For sale","FtrClotheshorse_Remake_1_3","1_3",1778.0,"e2PoQ963EkHdnR9Gh"
"colorful wheel","Colorful numbers","NA","NA","NA","No","No","No","NA","2900",725.0,"Colorful","Colorful","2x1","NA","Nook's Cranny","Available in Nook's Cranny (upgraded only), in the unique furniture slot","1.0.0","party","None","None","None","Yes","Toy","No","Does not play music","No lighting","For sale","FtrRoulette_Remake_0_0","0_0",1112.0,"BEs85a3zkwegASuCm"
"colorful wheel","Two-toned numbers","NA","NA","NA","No","No","No","NA","2900",725.0,"Blue","White","2x1","NA","Nook's Cranny","Available in Nook's Cranny (upgraded only), in the unique furniture slot","1.0.0","party","None","None","None","Yes","Toy","No","Does not play music","No lighting","For sale","FtrRoulette_Remake_1_0","1_0",1112.0,"CETab9qadQH7DuR24"
"colorful wheel","Win or lose","NA","NA","NA","No","No","No","NA","2900",725.0,"Purple","Yellow","2x1","NA","Nook's Cranny","Available in Nook's Cranny (upgraded only), in the unique furniture slot","1.0.0","party","None","None","None","Yes","Toy","No","Does not play music","No lighting","For sale","FtrRoulette_Remake_2_0","2_0",1112.0,"i48gjmGQCjTFtsffB"
"colorful wheel","Black & red","NA","NA","NA","No","No","No","NA","2900",725.0,"Red","Black","2x1","NA","Nook's Cranny","Available in Nook's Cranny (upgraded only), in the unique furniture slot","1.0.0","party","None","None","None","Yes","Toy","No","Does not play music","No lighting","For sale","FtrRoulette_Remake_3_0","3_0",1112.0,"vw9DarP73xCqTHm6i"
"colorful wheel","Items","NA","NA","NA","No","No","No","NA","2900",725.0,"Colorful","Colorful","2x1","NA","Nook's Cranny","Available in Nook's Cranny (upgraded only), in the unique furniture slot","1.0.0","party","None","None","None","Yes","Toy","No","Does not play music","No lighting","For sale","FtrRoulette_Remake_4_0","4_0",1112.0,"njtwJ2XoPgkvdfhuz"
"cone","Red","NA","NA","NA","No","No","No","NA","630",157.0,"Red","Red","1x1","NA","Nook's Cranny","Available in Nook's Cranny (either upgrade tier) in the unique furniture slot","1.0.0","facility","garage","None","None","No","Vehicle","Yes","Does not play music","No lighting","For sale","FtrPylon_Remake_0_0","0_0",146.0,"ruXYYTwLnkDh6GxNL"
"cone","Blue","NA","NA","NA","No","No","No","NA","630",157.0,"Blue","Blue","1x1","NA","Nook's Cranny","Available in Nook's Cranny (either upgrade tier) in the unique furniture slot","1.0.0","facility","garage","None","None","No","Vehicle","Yes","Does not play music","No lighting","For sale","FtrPylon_Remake_1_0","1_0",146.0,"KKHLamBNiboMy49fp"
"cone","Yellow","NA","NA","NA","No","No","No","NA","630",157.0,"Yellow","Yellow","1x1","NA","Nook's Cranny","Available in Nook's Cranny (either upgrade tier) in the unique furniture slot","1.0.0","facility","garage","None","None","No","Vehicle","Yes","Does not play music","No lighting","For sale","FtrPylon_Remake_2_0","2_0",146.0,"nWhxKBPxDJg5GBWYK"
"cone","White","NA","NA","NA","No","No","No","NA","630",157.0,"White","White","1x1","NA","Nook's Cranny","Available in Nook's Cranny (either upgrade tier) in the unique furniture slot","1.0.0","facility","garage","None","None","No","Vehicle","Yes","Does not play music","No lighting","For sale","FtrPylon_Remake_3_0","3_0",146.0,"2fvMZtzN6vw4sHxSK"
"cone","Red stripes","NA","NA","NA","No","No","No","NA","630",157.0,"Red","White","1x1","NA","Nook's Cranny","Available in Nook's Cranny (either upgrade tier) in the unique furniture slot","1.0.0","facility","garage","None","None","No","Vehicle","Yes","Does not play music","No lighting","For sale","FtrPylon_Remake_4_0","4_0",146.0,"htsp838zt3prgkoNo"
"cone","Green stripes","NA","NA","NA","No","No","No","NA","630",157.0,"Green","White","1x1","NA","Nook's Cranny","Available in Nook's Cranny (either upgrade tier) in the unique furniture slot","1.0.0","facility","garage","None","None","No","Vehicle","Yes","Does not play music","No lighting","For sale","FtrPylon_Remake_5_0","5_0",146.0,"h9YhnWJABFKin2PW8"
"cone","Reflective stripes","NA","NA","NA","No","No","No","NA","630",157.0,"Red","White","1x1","NA","Nook's Cranny","Available in Nook's Cranny (either upgrade tier) in the unique furniture slot","1.0.0","facility","garage","None","None","No","Vehicle","Yes","Does not play music","No lighting","For sale","FtrPylon_Remake_6_0","6_0",146.0,"P3c6RxCHxY96HbG93"
"cone","Caution stripes","NA","NA","NA","No","No","No","NA","630",157.0,"Yellow","Black","1x1","NA","Nook's Cranny","Available in Nook's Cranny (either upgrade tier) in the unique furniture slot","1.0.0","facility","garage","None","None","No","Vehicle","Yes","Does not play music","No lighting","For sale","FtrPylon_Remake_7_0","7_0",146.0,"zXSvmZowqMXqqr4WY"
"construction sign","Ongoing work","NA","NA","NA","No","No","No","NA","NFS",5000.0,"White","Blue","1x1","1000","Nook Miles Shop",,"1.0.0","garage","facility","None","None","No","Vehicle","Yes","Does not play music","No lighting","Not for sale","FtrSignConstruction_Remake_0_0","0_0",9568.0,"aFi7Nk8YGWeoizzqu"
"construction sign","Ongoing work - Little bro","NA","NA","NA","No","No","No","NA","NFS",5000.0,"White","Blue","1x1","1000","Nook Miles Shop",,"1.0.0","garage","facility","None","None","No","Vehicle","Yes","Does not play music","No lighting","Not for sale","FtrSignConstruction_Remake_1_0","1_0",9568.0,"afCrPaE2EC3gechDH"
"construction sign","Ongoing work - Big bro","NA","NA","NA","No","No","No","NA","NFS",5000.0,"White","Blue","1x1","1000","Nook Miles Shop",,"1.0.0","garage","facility","None","None","No","Vehicle","Yes","Does not play music","No lighting","Not for sale","FtrSignConstruction_Remake_2_0","2_0",9568.0,"4p7rhWsq8uZteaxAJ"
"construction sign","Construction ahead","NA","NA","NA","No","No","No","NA","NFS",5000.0,"Blue","White","1x1","1000","Nook Miles Shop",,"1.0.0","garage","facility","None","None","No","Vehicle","Yes","Does not play music","No lighting","Not for sale","FtrSignConstruction_Remake_3_0","3_0",9568.0,"CtsKDmbg6y7TFtskj"
"construction sign","Construction warning","NA","NA","NA","No","No","No","NA","NFS",5000.0,"Orange","Black","1x1","1000","Nook Miles Shop",,"1.0.0","garage","facility","None","None","No","Vehicle","Yes","Does not play music","No lighting","Not for sale","FtrSignConstruction_Remake_4_0","4_0",9568.0,"JrCEBHapHgPh4ftpm"
"cosmos shower","Pink","Flower color","NA","NA","Yes","Yes","No","5","NFS",3050.0,"Pink","Green","1x1","NA","Crafting",,"1.0.0","bathroom","fancy","flowers","None","Yes","Bathtub","No","Does not play music","No lighting","Not for sale","FtrFlowerShower_Remake_0_0","0_0",7230.0,"yCgStadyo3Zc8SKdg"
"cosmos shower","Red","Flower color","NA","NA","Yes","Yes","No","5","NFS",3050.0,"Red","Green","1x1","NA","Crafting",,"1.0.0","bathroom","fancy","flowers","None","Yes","Bathtub","No","Does not play music","No lighting","Not for sale","FtrFlowerShower_Remake_1_0","1_0",7230.0,"JqxaNSF7fQmG8NZFK"
"cosmos shower","White","Flower color","NA","NA","Yes","Yes","No","5","NFS",3050.0,"White","Green","1x1","NA","Crafting",,"1.0.0","bathroom","fancy","flowers","None","Yes","Bathtub","No","Does not play music","No lighting","Not for sale","FtrFlowerShower_Remake_2_0","2_0",7230.0,"eKtmhPuuzjsWAHa5z"
"cotton-candy stall","Pink","NA","NA","NA","No","No","No","NA","NFS",15000.0,"Pink","Red","2x1","3000","Nook Miles Shop",,"1.0.0","fancy","party","None","None","Yes","Shop","Yes","Does not play music","No lighting","Not for sale","FtrCottoncandymachine_Remake_0_0","0_0",4412.0,"CazDjtQjPatsHQcGE"
"cotton-candy stall","Blue","NA","NA","NA","No","No","No","NA","NFS",15000.0,"White","Blue","2x1","3000","Nook Miles Shop",,"1.0.0","fancy","party","None","None","Yes","Shop","Yes","Does not play music","No lighting","Not for sale","FtrCottoncandymachine_Remake_1_0","1_0",4412.0,"f9hTzDcwC4RX9xPxZ"
"cotton-candy stall","Black","NA","NA","NA","No","No","No","NA","NFS",15000.0,"Black","Brown","2x1","3000","Nook Miles Shop",,"1.0.0","fancy","party","None","None","Yes","Shop","Yes","Does not play music","No lighting","Not for sale","FtrCottoncandymachine_Remake_2_0","2_0",4412.0,"yPLp7pycmRXoekqXh"
"crescent-moon chair","Yellow","Color","NA","NA","Yes","Yes","No","7","NFS",8500.0,"Yellow","Yellow","2x1","NA","Crafting",,"1.0.0","space","fancy","stars","None","Yes","Chair","No","Does not play music","Fluorescent","Not for sale","FtrStarMoonChairL_Remake_0_0","0_0",6829.0,"ZRd7rA38D9gF5NJDL"
"crescent-moon chair","Green","Color","NA","NA","Yes","Yes","No","7","NFS",8500.0,"Green","Yellow","2x1","NA","Crafting",,"1.0.0","space","fancy","stars","None","Yes","Chair","No","Does not play music","Fluorescent","Not for sale","FtrStarMoonChairL_Remake_1_0","1_0",6829.0,"Q9onKzC2L9Sx4fKvc"
"crescent-moon chair","Blue","Color","NA","NA","Yes","Yes","No","7","NFS",8500.0,"Light blue","Yellow","2x1","NA","Crafting",,"1.0.0","space","fancy","stars","None","Yes","Chair","No","Does not play music","Fluorescent","Not for sale","FtrStarMoonChairL_Remake_2_0","2_0",6829.0,"HvpRb7MuCdy2Zzz5b"
"crescent-moon chair","Purple","Color","NA","NA","Yes","Yes","No","7","NFS",8500.0,"Purple","Yellow","2x1","NA","Crafting",,"1.0.0","space","fancy","stars","None","Yes","Chair","No","Does not play music","Fluorescent","Not for sale","FtrStarMoonChairL_Remake_3_0","3_0",6829.0,"D8YEuyBhvk3YNRWQc"
"crescent-moon chair","Pink","Color","NA","NA","Yes","Yes","No","7","NFS",8500.0,"Pink","Yellow","2x1","NA","Crafting",,"1.0.0","space","fancy","stars","None","Yes","Chair","No","Does not play music","Fluorescent","Not for sale","FtrStarMoonChairL_Remake_4_0","4_0",6829.0,"EsjzgZ4DDNgr3dScK"
"crescent-moon chair","Orange","Color","NA","NA","Yes","Yes","No","7","NFS",8500.0,"Orange","Yellow","2x1","NA","Crafting",,"1.0.0","space","fancy","stars","None","Yes","Chair","No","Does not play music","Fluorescent","Not for sale","FtrStarMoonChairL_Remake_5_0","5_0",6829.0,"9Sb3ACfFchJLoE3XH"
"crescent-moon chair","White","Color","NA","NA","Yes","Yes","No","7","NFS",8500.0,"White","Gray","2x1","NA","Crafting",,"1.0.0","space","fancy","stars","None","Yes","Chair","No","Does not play music","Fluorescent","Not for sale","FtrStarMoonChairL_Remake_6_0","6_0",6829.0,"zYqdAy8vDY5bjLv99"
"crewed spaceship","NA","NA","NA","NA","Yes","No","No","NA","NFS",20000.0,"White","Black","2x2","NA","Crafting",,"1.0.0","space","None","None","None","Yes","Space","Yes","Does not play music","No lighting","Not for sale","FtrSpacecraft","NA",5676.0,"aNyRfrtcyv2wwMSro"
"cute bed","White","NA","NA","NA","No","No","No","NA","12000",3000.0,"White","Pink","2x2","NA","Nook's Cranny","Available in Nook's Cranny (upgraded only), in the third unique furniture slot","1.0.0","fancy","None","cute","None","Yes","Bed","No","Does not play music","No lighting","For sale","FtrCuteBedW_Remake_0_0","0_0",3624.0,"T8S2qTcQ28PdMLM6v"
"cute bed","Sky blue","NA","NA","NA","No","No","No","NA","12000",3000.0,"Light blue","White","2x2","NA","Nook's Cranny","Available in Nook's Cranny (upgraded only), in the third unique furniture slot","1.0.0","fancy","None","cute","None","Yes","Bed","No","Does not play music","No lighting","For sale","FtrCuteBedW_Remake_1_0","1_0",3624.0,"7oGbfEoXchzDxM5SS"
"cute bed","Yellow","NA","NA","NA","No","No","No","NA","12000",3000.0,"Yellow","Orange","2x2","NA","Nook's Cranny","Available in Nook's Cranny (upgraded only), in the third unique furniture slot","1.0.0","fancy","None","cute","None","Yes","Bed","No","Does not play music","No lighting","For sale","FtrCuteBedW_Remake_2_0","2_0",3624.0,"K5FhQSSavu5SrALAa"
"cute bed","Red","NA","NA","NA","No","No","No","NA","12000",3000.0,"Red","Red","2x2","NA","Nook's Cranny","Available in Nook's Cranny (upgraded only), in the third unique furniture slot","1.0.0","fancy","None","cute","None","Yes","Bed","No","Does not play music","No lighting","For sale","FtrCuteBedW_Remake_3_0","3_0",3624.0,"yNZorpxoxW3c8YWSt"
"cute bed","Blue","NA","NA","NA","No","No","No","NA","12000",3000.0,"Blue","Black","2x2","NA","Nook's Cranny","Available in Nook's Cranny (upgraded only), in the third unique furniture slot","1.0.0","fancy","None","cute","None","Yes","Bed","No","Does not play music","No lighting","For sale","FtrCuteBedW_Remake_4_0","4_0",3624.0,"NThCMdhEzLbbSn3kj"
"cute chair","White","NA","NA","NA","No","No","No","NA","4300",1075.0,"White","Pink","1x1","NA","Nook's Cranny","Available in Nook's Cranny (upgraded only), in the unique furniture slot","1.0.0","fancy","None","cute","None","Yes","Chair","No","Does not play music","No lighting","For sale","FtrCuteChairS_Remake_0_0","0_0",3999.0,"tzs3akhvQFrFhudEy"
"cute chair","Sky blue","NA","NA","NA","No","No","No","NA","4300",1075.0,"Light blue","Blue","1x1","NA","Nook's Cranny","Available in Nook's Cranny (upgraded only), in the unique furniture slot","1.0.0","fancy","None","cute","None","Yes","Chair","No","Does not play music","No lighting","For sale","FtrCuteChairS_Remake_1_0","1_0",3999.0,"tivvvrJXKiyvYowQM"
"cute chair","Yellow","NA","NA","NA","No","No","No","NA","4300",1075.0,"Yellow","Orange","1x1","NA","Nook's Cranny","Available in Nook's Cranny (upgraded only), in the unique furniture slot","1.0.0","fancy","None","cute","None","Yes","Chair","No","Does not play music","No lighting","For sale","FtrCuteChairS_Remake_2_0","2_0",3999.0,"rQxNbx7Kk7iRvobGt"
"cute chair","Red","NA","NA","NA","No","No","No","NA","4300",1075.0,"Red","White","1x1","NA","Nook's Cranny","Available in Nook's Cranny (upgraded only), in the unique furniture slot","1.0.0","fancy","None","cute","None","Yes","Chair","No","Does not play music","No lighting","For sale","FtrCuteChairS_Remake_3_0","3_0",3999.0,"YxDzqSq6daZPv5GcZ"
"cute chair","Blue","NA","NA","NA","No","No","No","NA","4300",1075.0,"Blue","Black","1x1","NA","Nook's Cranny","Available in Nook's Cranny (upgraded only), in the unique furniture slot","1.0.0","fancy","None","cute","None","Yes","Chair","No","Does not play music","No lighting","For sale","FtrCuteChairS_Remake_4_0","4_0",3999.0,"w6sh3NFWzPMnuHfBg"
"cute DIY table","White","NA","NA","NA","No","No","No","NA","7000",1750.0,"White","Pink","2x1","NA","Nook's Cranny","Available in Nook's Cranny (upgraded only), in the unique furniture slot","1.0.0","fancy","None","cute","None","Yes","Work Bench","No","Does not play music","Spotlight","For sale","FtrCuteWorkbench_Remake_0_0","0_0",3995.0,"ELzLX57L77astbxHb"
"cute DIY table","Sky blue","NA","NA","NA","No","No","No","NA","7000",1750.0,"Light blue","Blue","2x1","NA","Nook's Cranny","Available in Nook's Cranny (upgraded only), in the unique furniture slot","1.0.0","fancy","None","cute","None","Yes","Work Bench","No","Does not play music","Spotlight","For sale","FtrCuteWorkbench_Remake_1_0","1_0",3995.0,"PSXCm8csqXToGmMse"
"cute DIY table","Yellow","NA","NA","NA","No","No","No","NA","7000",1750.0,"Yellow","Orange","2x1","NA","Nook's Cranny","Available in Nook's Cranny (upgraded only), in the unique furniture slot","1.0.0","fancy","None","cute","None","Yes","Work Bench","No","Does not play music","Spotlight","For sale","FtrCuteWorkbench_Remake_2_0","2_0",3995.0,"n2bTZfj9XMoCRsC4T"
