"name","variation","body_title","pattern","pattern_title","diy","body_customize","pattern_customize","kit_cost","buy","sell","color_1","color_2","size","source","source_notes","version","hha_concept_1","hha_concept_2","hha_series","hha_set","interact","tag","outdoor","speaker_type","lighting_type","catalog","filename","variant_id","internal_id","unique_entry_id"
"grand giraffe stag model","NA","NA","NA","NA","No","No","No","NA","NFS",36000.0,"Black","Black","2x1","Flick","Trade 3 insects to receive a model in the mail the next day","1.0.0","None","None","None","None","No","Insect","No","Does not play music","No lighting","Not for sale","FtrInsectGirafanokogirikuwagataToy","NA",7115.0,"ttnzTG6PHQ2Y7PZZq"
"grand goliath beetle model","NA","NA","NA","NA","No","No","No","NA","NFS",24000.0,"Red","Black","2x1","Flick","Trade 3 insects to receive a model in the mail the next day","1.0.0","None","None","None","None","No","Insect","No","Does not play music","No lighting","Not for sale","FtrInsectGoraiasuohtsunohanamuguriToy","NA",7059.0,"vkR6AXTBEshZxMf8s"
"grand h. hercules model","NA","NA","NA","NA","No","No","No","NA","NFS",36000.0,"Black","Yellow","2x1","Flick","Trade 3 insects to receive a model in the mail the next day","1.0.0","None","None","None","None","No","Insect","No","Does not play music","No lighting","Not for sale","FtrInsectHerakuresuohkabutoToy","NA",5924.0,"rKJCAihB8XLW85aJB"
"grasshopper model","NA","NA","NA","NA","No","No","No","NA","NFS",480.0,"Green","Green","1x1","Flick","Trade 3 insects to receive a model in the mail the next day","1.0.0","None","None","None","None","No","Insect","No","Does not play music","No lighting","Not for sale","FtrInsectKirigirisuToy","NA",7073.0,"jSDqSGWdTxgqQGFww"
"great purple emperor model","NA","NA","NA","NA","No","No","No","NA","NFS",9000.0,"Purple","Black","1x1","Flick","Trade 3 insects to receive a model in the mail the next day","1.0.0","None","None","None","None","No","Insect","No","Does not play music","No lighting","Not for sale","FtrInsectOhmurasakiToy","NA",7113.0,"vvZfCbz4b6i8tnzsD"
"great white shark model","NA","NA","NA","NA","No","No","No","NA","NFS",45000.0,"Blue","Black","2x1","C.J.","Trade 3 fish to receive a model in the mail the next day","1.0.0","None","None","None","None","No","Fish","No","Does not play music","No lighting","Not for sale","FtrFishSameToy","NA",7013.0,"BgaWCHsyrrTqnyrep"
"guppy model","NA","NA","NA","NA","No","No","No","NA","NFS",3900.0,"Blue","Black","1x1","C.J.","Trade 3 fish to receive a model in the mail the next day","1.0.0","None","None","None","None","No","Fish","No","Does not play music","No lighting","Not for sale","FtrFishGuppiToy","NA",6954.0,"hxtBv3kGXPdCKpfBN"
"hammerhead shark model","NA","NA","NA","NA","No","No","No","NA","NFS",24000.0,"Black","Black","1x1","C.J.","Trade 3 fish to receive a model in the mail the next day","1.0.0","None","None","None","None","No","Fish","No","Does not play music","No lighting","Not for sale","FtrFishShumokuzameToy","NA",7015.0,"DnChpD6PN7A6GwMbK"
"hamster cage","Blue","NA","NA","NA","No","No","No","NA","870",217.0,"Light blue","Colorful","1x1","Nook's Cranny","Available in the re-buyable slot in Nook's Cranny","1.0.0","living room","None","None","None","Yes","Animal","No","Does not play music","No lighting","For sale","FtrHamstercage_Remake_0_0","0_0",1348.0,"okZ345zR9tDQEEdWp"
"hamster cage","Pink","NA","NA","NA","No","No","No","NA","870",217.0,"Pink","Colorful","1x1","Nook's Cranny","Available in the re-buyable slot in Nook's Cranny","1.0.0","living room","None","None","None","Yes","Animal","No","Does not play music","No lighting","For sale","FtrHamstercage_Remake_1_0","1_0",1348.0,"sjm9WM3roKnYHbnpT"
"hamster cage","Yellow","NA","NA","NA","No","No","No","NA","870",217.0,"Yellow","Colorful","1x1","Nook's Cranny","Available in the re-buyable slot in Nook's Cranny","1.0.0","living room","None","None","None","Yes","Animal","No","Does not play music","No lighting","For sale","FtrHamstercage_Remake_2_0","2_0",1348.0,"xhNLyKQRmDAHignm9"
"hamster cage","Red","NA","NA","NA","No","No","No","NA","870",217.0,"Red","Colorful","1x1","Nook's Cranny","Available in the re-buyable slot in Nook's Cranny","1.0.0","living room","None","None","None","Yes","Animal","No","Does not play music","No lighting","For sale","FtrHamstercage_Remake_3_0","3_0",1348.0,"GkFaaAPocQBGr3Rfs"
"hamster cage","Brown","NA","NA","NA","No","No","No","NA","870",217.0,"Brown","Colorful","1x1","Nook's Cranny","Available in the re-buyable slot in Nook's Cranny","1.0.0","living room","None","None","None","Yes","Animal","No","Does not play music","No lighting","For sale","FtrHamstercage_Remake_4_0","4_0",1348.0,"8yG2mya8XMcx4hb8i"
"handy water cooler","Blue","NA","NA","NA","No","No","No","NA","1400",350.0,"Blue","White","1x1","Nook's Cranny","Available in all tiers of shops, including Timmy & Tommy before the shop is opened","1.0.0","fitness","school","None","None","No","Kitchen Things","Yes","Does not play music","No lighting","For sale","FtrWaterjug_Remake_0_0","0_0",3960.0,"PiMg7JjF8w6jMefXd"
"handy water cooler","Red","NA","NA","NA","No","No","No","NA","1400",350.0,"Red","White","1x1","Nook's Cranny","Available in all tiers of shops, including Timmy & Tommy before the shop is opened","1.0.0","fitness","school","None","None","No","Kitchen Things","Yes","Does not play music","No lighting","For sale","FtrWaterjug_Remake_1_0","1_0",3960.0,"yNQE7qBCjMvGXiEWF"
"handy water cooler","Green","NA","NA","NA","No","No","No","NA","1400",350.0,"Green","White","1x1","Nook's Cranny","Available in all tiers of shops, including Timmy & Tommy before the shop is opened","1.0.0","fitness","school","None","None","No","Kitchen Things","Yes","Does not play music","No lighting","For sale","FtrWaterjug_Remake_2_0","2_0",3960.0,"q84BRGXX6uyKFt3AW"
"handy water cooler","Yellow","NA","NA","NA","No","No","No","NA","1400",350.0,"Yellow","Brown","1x1","Nook's Cranny","Available in all tiers of shops, including Timmy & Tommy before the shop is opened","1.0.0","fitness","school","None","None","No","Kitchen Things","Yes","Does not play music","No lighting","For sale","FtrWaterjug_Remake_3_0","3_0",3960.0,"RMuA2BtXczjMjC5wA"
"handy water cooler","Avocado","NA","NA","NA","No","No","No","NA","1400",350.0,"Beige","Green","1x1","Nook's Cranny","Available in all tiers of shops, including Timmy & Tommy before the shop is opened","1.0.0","fitness","school","None","None","No","Kitchen Things","Yes","Does not play music","No lighting","For sale","FtrWaterjug_Remake_4_0","4_0",3960.0,"P4p78Z3hpy8ASX53J"
"handy water cooler","Plaid","NA","NA","NA","No","No","No","NA","1400",350.0,"Colorful","White","1x1","Nook's Cranny","Available in all tiers of shops, including Timmy & Tommy before the shop is opened","1.0.0","fitness","school","None","None","No","Kitchen Things","Yes","Does not play music","No lighting","For sale","FtrWaterjug_Remake_5_0","5_0",3960.0,"qvHPpPhZdFsHiRopB"
"hermit crab model","NA","NA","NA","NA","No","No","No","NA","NFS",3000.0,"White","Beige","1x1","Flick","Trade 3 insects to receive a model in the mail the next day","1.0.0","None","None","None","None","No","Insect","No","Does not play music","No lighting","Not for sale","FtrInsectYadokariToy","NA",7108.0,"pnkoHJN78m8eSyDC9"
"holiday candle","Red","Color","NA","NA","Yes","Yes","No","1","NFS",600.0,"Red","Brown","1x1","Crafting",,"1.0.0","party","fancy","festive","None","Yes","Lamp","No","Does not play music","Candle","Not for sale","FtrCandleXmas_Remake_0_0","0_0",891.0,"fkuGgGkN7RnoKhRr9"
"holiday candle","Blue","Color","NA","NA","Yes","Yes","No","1","NFS",600.0,"Blue","White","1x1","Crafting",,"1.0.0","party","fancy","festive","None","Yes","Lamp","No","Does not play music","Candle","Not for sale","FtrCandleXmas_Remake_1_0","1_0",891.0,"NnGQjqd3t3vqbBDFb"
"holiday candle","Gold","Color","NA","NA","Yes","Yes","No","1","NFS",600.0,"Yellow","Brown","1x1","Crafting",,"1.0.0","party","fancy","festive","None","Yes","Lamp","No","Does not play music","Candle","Not for sale","FtrCandleXmas_Remake_2_0","2_0",891.0,"TitctmWrRsD4idKHr"
"holiday candle","Brown","Color","NA","NA","Yes","Yes","No","1","NFS",600.0,"Brown","Brown","1x1","Crafting",,"1.0.0","party","fancy","festive","None","Yes","Lamp","No","Does not play music","Candle","Not for sale","FtrCandleXmas_Remake_3_0","3_0",891.0,"ZR2ScDhr3SK5qcEgZ"
"holiday candle","Pink","Color","NA","NA","Yes","Yes","No","1","NFS",600.0,"Pink","White","1x1","Crafting",,"1.0.0","party","fancy","festive","None","Yes","Lamp","No","Does not play music","Candle","Not for sale","FtrCandleXmas_Remake_4_0","4_0",891.0,"ofhPsr2rz47RFRY2k"
"homework set","NA","NA","NA","NA","No","No","No","NA","330",82.0,"White","Colorful","1x1","Nook's Cranny","Available in the re-buyable slot in Nook's Cranny","1.0.0","school","den","None","None","No","Study","No","Does not play music","No lighting","For sale","FtrStudySet","NA",3968.0,"84xjuMC7ifEpDN7Q2"
"honeybee model","NA","NA","NA","NA","No","No","No","NA","NFS",600.0,"Yellow","Black","1x1","Flick","Trade 3 insects to receive a model in the mail the next day","1.0.0","None","None","None","None","No","Insect","No","Does not play music","No lighting","Not for sale","FtrInsectMitsubachiToy","NA",5928.0,"ADCrbX4MQ2no8CboA"
"horned atlas model","NA","NA","NA","NA","No","No","No","NA","NFS",24000.0,"Black","Black","1x1","Flick","Trade 3 insects to receive a model in the mail the next day","1.0.0","None","None","None","None","No","Insect","No","Does not play music","No lighting","Not for sale","FtrInsectKohkasasuohkabutoToy","NA",7075.0,"k49AP2SYL4r7xGF7f"
"horned dynastid model","NA","NA","NA","NA","No","No","No","NA","NFS",4050.0,"Brown","Brown","1x1","Flick","Trade 3 insects to receive a model in the mail the next day","1.0.0","None","None","None","None","No","Insect","No","Does not play music","No lighting","Not for sale","FtrInsectKabutomushiToy","NA",5938.0,"zwGFmLKFwZEShqTnj"
"horned elephant model","NA","NA","NA","NA","No","No","No","NA","NFS",24000.0,"Beige","Black","1x1","Flick","Trade 3 insects to receive a model in the mail the next day","1.0.0","None","None","None","None","No","Insect","No","Does not play music","No lighting","Not for sale","FtrInsectZoukabutoToy","NA",7110.0,"42Hqn7s6fkWWRyMXM"
"horse mackerel model","NA","NA","NA","NA","No","No","No","NA","NFS",450.0,"Blue","Black","1x1","C.J.","Trade 3 fish to receive a model in the mail the next day","1.0.0","None","None","None","None","No","Fish","No","Does not play music","No lighting","Not for sale","FtrFishAjiToy","NA",6932.0,"g7En42NBBXWYpmHmM"
"hourglass","Natural","NA","NA","NA","No","No","No","NA","660",165.0,"Beige","Light blue","1x1","Nook's Cranny","Available in the re-buyable slot in Nook's Cranny","1.0.0","kitchen","living room","None","None","Yes","Clock","No","Does not play music","No lighting","For sale","FtrSandglass_Remake_0_0","0_0",1892.0,"eA5io8isa44X8wjE5"
"hourglass","White","NA","NA","NA","No","No","No","NA","660",165.0,"White","Pink","1x1","Nook's Cranny","Available in the re-buyable slot in Nook's Cranny","1.0.0","kitchen","living room","None","None","Yes","Clock","No","Does not play music","No lighting","For sale","FtrSandglass_Remake_1_0","1_0",1892.0,"bhAqusX7FnPMnqXcA"
"hourglass","Black","NA","NA","NA","No","No","No","NA","660",165.0,"Black","White","1x1","Nook's Cranny","Available in the re-buyable slot in Nook's Cranny","1.0.0","kitchen","living room","None","None","Yes","Clock","No","Does not play music","No lighting","For sale","FtrSandglass_Remake_2_0","2_0",1892.0,"RnDoNG9ADyZT2q3We"
"hourglass","Brown","NA","NA","NA","No","No","No","NA","660",165.0,"Brown","Yellow","1x1","Nook's Cranny","Available in the re-buyable slot in Nook's Cranny","1.0.0","kitchen","living room","None","None","Yes","Clock","No","Does not play music","No lighting","For sale","FtrSandglass_Remake_3_0","3_0",1892.0,"EQqsbKA9jDePCeE5t"
"hula doll","Green","Variation","NA","NA","No","Yes","No","2","NFS",1200.0,"Colorful","Green","1x1","Gulliver",,"1.0.0","folk art","ocean","None","None","Yes","Folk Craft Decor","No","Does not play music","No lighting","Not for sale","FtrHuladoll_Remake_0_0","0_0",690.0,"gNgudKHtHqXesruZf"
"hula doll","Red","Variation","NA","NA","No","Yes","No","2","NFS",1200.0,"Colorful","Red","1x1","Gulliver",,"1.0.0","folk art","ocean","None","None","Yes","Folk Craft Decor","No","Does not play music","No lighting","Not for sale","FtrHuladoll_Remake_1_0","1_0",690.0,"nbPGizspcDC4wCkwH"
"hula doll","Pink","Variation","NA","NA","No","Yes","No","2","NFS",1200.0,"Colorful","Pink","1x1","Gulliver",,"1.0.0","folk art","ocean","None","None","Yes","Folk Craft Decor","No","Does not play music","No lighting","Not for sale","FtrHuladoll_Remake_2_0","2_0",690.0,"JHWkEFBvnPXuBL3Kg"
"hula doll","Blue","Variation","NA","NA","No","Yes","No","2","NFS",1200.0,"Colorful","Light blue","1x1","Gulliver",,"1.0.0","folk art","ocean","None","None","Yes","Folk Craft Decor","No","Does not play music","No lighting","Not for sale","FtrHuladoll_Remake_3_0","3_0",690.0,"kvjyjFeGJgrN3Ykq2"
"hula doll","Yellow","Variation","NA","NA","No","Yes","No","2","NFS",1200.0,"Colorful","Yellow","1x1","Gulliver",,"1.0.0","folk art","ocean","None","None","Yes","Folk Craft Decor","No","Does not play music","No lighting","Not for sale","FtrHuladoll_Remake_4_0","4_0",690.0,"aPNJ8efoHv5Fe3EBE"
"hula doll","Beige","Variation","NA","NA","No","Yes","No","2","NFS",1200.0,"Colorful","Beige","1x1","Gulliver",,"1.0.0","folk art","ocean","None","None","Yes","Folk Craft Decor","No","Does not play music","No lighting","Not for sale","FtrHuladoll_Remake_5_0","5_0",690.0,"nT6DSqJ34v9oM45kH"
"humidifier","White","NA","NA","NA","No","No","No","NA","1400",350.0,"White","White","1x1","Nook's Cranny","Available in the re-buyable slot in Nook's Cranny","1.0.0","office","living room","None","None","Yes","Home Appliances","No","Does not play music","Emission","For sale","FtrHumidifier_Remake_0_0","0_0",1836.0,"scBY3NjBgm98c7Cd9"
"humidifier","Natural","NA","NA","NA","No","No","No","NA","1400",350.0,"Beige","White","1x1","Nook's Cranny","Available in the re-buyable slot in Nook's Cranny","1.0.0","office","living room","None","None","Yes","Home Appliances","No","Does not play music","Emission","For sale","FtrHumidifier_Remake_1_0","1_0",1836.0,"bJTrZiusaSoLomQoJ"
"humidifier","Brown","NA","NA","NA","No","No","No","NA","1400",350.0,"Brown","White","1x1","Nook's Cranny","Available in the re-buyable slot in Nook's Cranny","1.0.0","office","living room","None","None","Yes","Home Appliances","No","Does not play music","Emission","For sale","FtrHumidifier_Remake_2_0","2_0",1836.0,"4bQxrJ9RmDDsmtLBr"
"humidifier","Pink","NA","NA","NA","No","No","No","NA","1400",350.0,"Pink","Pink","1x1","Nook's Cranny","Available in the re-buyable slot in Nook's Cranny","1.0.0","office","living room","None","None","Yes","Home Appliances","No","Does not play music","Emission","For sale","FtrHumidifier_Remake_3_0","3_0",1836.0,"nsFfDebWPqiwXpAs9"
"humidifier","Yellow","NA","NA","NA","No","No","No","NA","1400",350.0,"Yellow","Yellow","1x1","Nook's Cranny","Available in the re-buyable slot in Nook's Cranny","1.0.0","office","living room","None","None","Yes","Home Appliances","No","Does not play music","Emission","For sale","FtrHumidifier_Remake_4_0","4_0",1836.0,"Ns2h96u6HXXfibyrT"
"humidifier","Green","NA","NA","NA","No","No","No","NA","1400",350.0,"Green","Green","1x1","Nook's Cranny","Available in the re-buyable slot in Nook's Cranny","1.0.0","office","living room","None","None","Yes","Home Appliances","No","Does not play music","Emission","For sale","FtrHumidifier_Remake_5_0","5_0",1836.0,"6hWBdSQEFLbW9NLzq"
"humidifier","Blue","NA","NA","NA","No","No","No","NA","1400",350.0,"Light blue","Light blue","1x1","Nook's Cranny","Available in the re-buyable slot in Nook's Cranny","1.0.0","office","living room","None","None","Yes","Home Appliances","No","Does not play music","Emission","For sale","FtrHumidifier_Remake_6_0","6_0",1836.0,"Nv9NjBebmFXXTnEAc"
"humidifier","Purple","NA","NA","NA","No","No","No","NA","1400",350.0,"Purple","Purple","1x1","Nook's Cranny","Available in the re-buyable slot in Nook's Cranny","1.0.0","office","living room","None","None","Yes","Home Appliances","No","Does not play music","Emission","For sale","FtrHumidifier_Remake_7_0","7_0",1836.0,"exyWc3ZQXGoXMNfdE"
"hyacinth lamp","Purple","Flower color","NA","NA","Yes","Yes","No","4","NFS",3000.0,"Purple","Brown","1x1","Crafting",,"1.0.0","fancy","None","flowers","None","Yes","Lamp","No","Does not play music","Fluorescent","Not for sale","FtrFlowerLamp_Remake_0_0","0_0",7234.0,"P6JdHuccxtJJ4vuEL"
"hyacinth lamp","Blue","Flower color","NA","NA","Yes","Yes","No","4","NFS",3000.0,"Blue","Brown","1x1","Crafting",,"1.0.0","fancy","None","flowers","None","Yes","Lamp","No","Does not play music","Fluorescent","Not for sale","FtrFlowerLamp_Remake_1_0","1_0",7234.0,"RYFY9wMwB3YpvK3Cf"
"hyacinth lamp","Yellow","Flower color","NA","NA","Yes","Yes","No","4","NFS",3000.0,"Yellow","Brown","1x1","Crafting",,"1.0.0","fancy","None","flowers","None","Yes","Lamp","No","Does not play music","Fluorescent","Not for sale","FtrFlowerLamp_Remake_2_0","2_0",7234.0,"yYq4N7n7jmo5XnTqb"
"incense burner","Rose","NA","NA","NA","No","No","No","NA","880",220.0,"Black","Red","1x1","Nook's Cranny","Available in the re-buyable slot in Nook's Cranny","1.0.0","zen-style","living room","None","None","Yes","Beauty","No","Does not play music","No lighting","For sale","FtrIncense_Remake_0_0","0_0",997.0,"CLjcXj8NHzqxsXja2"
"incense burner","Sandalwood","NA","NA","NA","No","No","No","NA","880",220.0,"White","Brown","1x1","Nook's Cranny","Available in the re-buyable slot in Nook's Cranny","1.0.0","zen-style","living room","None","None","Yes","Beauty","No","Does not play music","No lighting","For sale","FtrIncense_Remake_1_0","1_0",997.0,"QRxEFfAARTbWd9cvG"
